id,year,statistic,name,team,value,top_25
458,1952,Saves,Harry Dorish,Chicago,11,Top 25
459,1952,Shutouts,Mike Garcia,Cleveland,6,Top 25
460,1952,Shutouts,Allie Reynolds,New York,6,Top 25
461,1952,Strikeouts,Allie Reynolds,New York,160,Top 25
462,1952,Winning Percentage,Bobby Shantz,Philadelphia,.774,Top 25
463,1952,Wins,Bobby Shantz,Philadelphia,24,Top 25
464,1953,Complete Games,Bob Porterfield,Washington,24,Top 25
465,1953,ERA,Ed Lopat,New York,2.42,Top 25
466,1953,Games,Ellis Kinder,Boston,69,Top 25
467,1953,Saves,Ellis Kinder,Boston,27,Top 25
468,1953,Shutouts,Bob Porterfield,Washington,9,Top 25
469,1953,Strikeouts,Billy Pierce,New York,186,Top 25
470,1953,Winning Percentage,Ed Lopat,New York,.800,Top 25
471,1953,Wins,Bob Porterfield,Washington,22,Top 25
472,1954,Complete Games,Bob Lemon,Cleveland,21,Top 25
473,1954,Complete Games,Bob Porterfield,Washington,21,Top 25
474,1954,ERA,Mike Garcia,Cleveland,2.64,Top 25
475,1954,Games,Sonny Dixon,Washington,54,Top 25
476,1954,Games,Sonny Dixon,Philadelphia,54,Top 25
477,1954,Saves,Johnny Sain,New York,22,Top 25
478,1954,Shutouts,Mike Garcia,Cleveland,5,Top 25
479,1954,Shutouts,Virgil Trucks,Chicago,5,Top 25
480,1954,Strikeouts,Bob Turley,Baltimore,185,Top 25
481,1954,Winning Percentage,Sandy Consuegra,Chicago,.842,Top 25
482,1954,Wins,Bob Lemon,Cleveland,23,Top 25
483,1954,Wins,Early Wynn,Cleveland,23,Top 25
484,1955,Complete Games,Whitey Ford,New York,18,Top 25
485,1955,ERA,Billy Pierce,Chicago,1.97,Top 25
486,1955,Games,Ray Narleski,Cleveland,60,Top 25
487,1955,Saves,Ray Narleski,Cleveland,19,Top 25
488,1955,Shutouts,Billy Hoeft,Detroit,7,Top 25
489,1955,Strikeouts,Herb Score,Cleveland,245,Top 25
490,1955,Winning Percentage,Tommy Byrne,New York,.762,Top 25
491,1955,Wins,Whitey Ford,New York,18,Top 25
492,1955,Wins,Bob Lemon,Cleveland,18,Top 25
493,1955,Wins,Frank Sullivan,Boston,18,Top 25
494,1956,Complete Games,Bob Lemon,Cleveland,21,Top 25
495,1956,Complete Games,Billy Pierce,Chicago,21,Top 25
496,1956,ERA,Whitey Ford,New York,2.47,Top 25
497,1956,Games,George Zuverink,Baltimore,62,Top 25
498,1956,Saves,George Zuverink,Baltimore,16,Top 25
499,1956,Shutouts,Herb Score,Cleveland,5,Top 25
500,1956,Strikeouts,Herb Score,Cleveland,263,Top 25
501,1956,Winning Percentage,Whitey Ford,New York,.760,Top 25
502,1956,Wins,Frank Lary,Detroit,21,Top 25
503,1957,Complete Games,Dick Donovan,Chicago,16,Top 25
504,1957,Complete Games,Billy Pierce,Chicago,16,Top 25
505,1957,ERA,Bobby Shantz,New York,2.45,Top 25
506,1957,Games,George Zuverink,Baltimore,56,Top 25
507,1957,Saves,Bob Grim,New York,19,Top 25
508,1957,Shutouts,Jim Wilson,Chicago,5,Top 25
509,1957,Strikeouts,Early Wynn,Cleveland,184,Top 25
510,1957,Winning Percentage,Dick Donovan,Chicago,.727,Top 25
511,1957,Winning Percentage,Tom Sturdivant,New York,.727,Top 25
512,1957,Wins,Jim Bunning,Detroit,20,Top 25
513,1957,Wins,Billy Pierce,Chicago,20,Top 25
514,1958,Complete Games,Frank Lary,Detroit,19,Top 25
515,1958,Complete Games,Billy Pierce,Chicago,19,Top 25
516,1958,Complete Games,Bob Turley,New York,19,Top 25
517,1958,ERA,Whitey Ford,New York,2.01,Top 25
518,1958,Games,Tex Clevenger,Washington,55,Top 25
519,1958,Saves,Ryne Duren,New York,20,Top 25
520,1958,Shutouts,Whitey Ford,New York,7,Top 25
521,1958,Strikeouts,Early Wynn,Chicago,179,Top 25
522,1958,Winning Percentage,Bob Turley,New York,.750,Top 25
523,1958,Wins,Bob Turley,New York,21,Top 25
524,1959,Complete Games,Camilo Pascual,Washington,17,Top 25
525,1959,ERA,Hoyt Wilhelm,Baltimore,2.19,Top 25
526,1959,Games,Gerry Staley,Chicago,67,Top 25
527,1959,Saves,Turk Lown,Chicago,15,Top 25
528,1959,Shutouts,Camilo Pascual,Washington,6,Top 25
529,1959,Strikeouts,Jim Bunning,Detroit,201,Top 25
530,1959,Winning Percentage,Bob Shaw,Chicago,.750,Top 25
531,1959,Wins,Early Wynn,Chicago,22,Top 25
532,1960,Complete Games,Frank Lary,Detroit,15,Top 25
533,1960,ERA,Frank Baumann,Chicago,2.67,Top 25
534,1960,Games,Mike Fornieles,Boston,70,Top 25
535,1960,Saves,Johnny Klippstein,Cleveland,14,Top 25
536,1960,Saves,Mike Fornieles,Boston,14,Top 25
537,1960,Shutouts,Whitey Ford,New York,4,Top 25
538,1960,Shutouts,Jim Perry,Cleveland,4,Top 25
539,1960,Shutouts,Early Wynn,Chicago,4,Top 25
540,1960,Strikeouts,Jim Bunning,Detroit,201,Top 25
541,1960,Winning Percentage,Jim Perry,Cleveland,.643,Top 25
542,1960,Wins,Chuck Estrada,Baltimore,18,Top 25
543,1960,Wins,Jim Perry,Cleveland,18,Top 25
544,1961,Complete Games,Frank Lary,Detroit,22,Top 25
545,1961,ERA,Dick Donovan,Washington,2.40,Top 25
546,1961,Games,Luis Arroyo,New York,65,Top 25
547,1961,Saves,Luis Arroyo,New York,29,Top 25
548,1961,Shutouts,Steve Barber,Baltimore,8,Top 25
549,1961,Shutouts,Camilo Pascual,Minnesota,8,Top 25
550,1961,Strikeouts,Camilo Pascual,Minnesota,221,Top 25
551,1961,Winning Percentage,Whitey Ford,New York,.862,Top 25
552,1961,Wins,Whitey Ford,New York,25,Top 25
553,1962,Complete Games,Camilo Pascual,Minnesota,18,Top 25
554,1962,ERA,Hank Aguirre,Detroit,2.21,Top 25
555,1962,Games,Dick Radatz,Boston,62,Top 25
556,1962,Saves,Dick Radatz,Boston,24,Top 25
557,1962,Shutouts,Dick Donovan,Cleveland,5,Top 25
558,1962,Shutouts,Jim Kaat,Minnesota,5,Top 25
559,1962,Shutouts,Camilo Pascual,Minnesota,5,Top 25
560,1962,Strikeouts,Camilo Pascual,Minnesota,206,Top 25
561,1962,Winning Percentage,Ray Herbert,Chicago,.690,Top 25
562,1962,Wins,Ralph Terry,New York,23,Top 25
563,1963,Complete Games,Camilo Pascual,Minnesota,18,Top 25
564,1963,Complete Games,Ralph Terry,New York,18,Top 25
565,1963,ERA,Gary Peters,Chicago,2.33,Top 25
566,1963,Games,Stu Miller,Baltimore,71,Top 25
567,1963,Saves,Stu Miller,Baltimore,27,Top 25
568,1963,Shutouts,Ray Herbert,Chicago,7,Top 25
569,1963,Strikeouts,Camilo Pascual,Minnesota,202,Top 25
570,1963,Winning Percentage,Whitey Ford,New York,.774,Top 25
571,1963,Wins,Whitey Ford,New York,24,Top 25
572,1964,Complete Games,Dean Chance,Los Angeles,19,Top 25
573,1964,ERA,Dean Chance,Los Angeles,1.65,Top 25
574,1964,Games,John Wyatt,Kansas City,81,Top 25
575,1964,Saves,Dick Radatz,Boston,29,Top 25
576,1964,Shutouts,Dean Chance,Los Angeles,11,Top 25
577,1964,Strikeouts,Al Downing,New York,217,Top 25
578,1964,Winning Percentage,Wally Bunker,Baltimore,.792,Top 25
579,1964,Wins,Dean Chance,Los Angeles,20,Top 25
580,1964,Wins,Gary Peters,Chicago,20,Top 25
581,1965,Complete Games,Mel Stottlemyre,New York,18,Top 25
582,1965,ERA,Sam McDowell,Cleveland,2.18,Top 25
583,1965,Games,Eddie Fisher,Chicago,82,Top 25
584,1965,Saves,Ron Kline,Washington,29,Top 25
585,1965,Shutouts,Mudcat Grant,Minnesota,6,Top 25
586,1965,Strikeouts,Sam McDowell,Cleveland,325,Top 25
587,1965,Winning Percentage,Mudcat Grant,Minnesota,.750,Top 25
588,1965,Wins,Mudcat Grant,Minnesota,21,Top 25
589,1966,Complete Games,Jim Kaat,Minnesota,19,Top 25
590,1966,ERA,Gary Peters,Chicago,1.98,Top 25
591,1966,Games,Eddie Fisher,Baltimore,67,Top 25
592,1966,Games,Eddie Fisher,Chicago,67,Top 25
593,1966,Saves,Jack Aker,Kansas City,32,Top 25
594,1966,Shutouts,Tommy John,Chicago,5,Top 25
595,1966,Shutouts,Sam McDowell,Cleveland,5,Top 25
596,1966,Shutouts,Luis Tiant,Cleveland,5,Top 25
597,1966,Strikeouts,Sam McDowell,Cleveland,225,Top 25
598,1966,Winning Percentage,Sonny Siebert,Cleveland,.667,Top 25
599,1966,Wins,Jim Kaat,Minnesota,25,Top 25
600,1967,Complete Games,Dean Chance,Minnesota,18,Top 25
601,1967,ERA,Joe Horlen,Chicago,2.06,Top 25
602,1967,Games,Bob Locker,Chicago,77,Top 25
603,1967,Saves,Minnie Rojas,California,27,Top 25
604,1967,Shutouts,Steve Hargan,Cleveland,6,Top 25
605,1967,Shutouts,Joe Horlen,Chicago,6,Top 25
606,1967,Shutouts,Tommy John,Chicago,6,Top 25
607,1967,Shutouts,Mickey Lolich,Detroit,6,Top 25
608,1967,Shutouts,Jim McGlothin,California,6,Top 25
609,1967,Strikeouts,Jim Lonborg,Boston,246,Top 25
610,1967,Winning Percentage,Joe Horlen,Chicago,.731,Top 25
611,1967,Wins,Jim Lonborg,Boston,22,Top 25
612,1967,Wins,Earl Wilson,Detroit,22,Top 25
613,1968,Complete Games,Denny McLain,Detroit,28,Top 25
614,1968,ERA,Luis Tiant,Cleveland,1.60,Top 25
615,1968,Games,Wilbur Wood,Chicago,88,Top 25
616,1968,Saves,Al Worthington,Minnesota,18,Top 25
617,1968,Shutouts,Luis Tiant,Cleveland,9,Top 25
618,1968,Strikeouts,Sam McDowell,Cleveland,283,Top 25
619,1968,Winning Percentage,Denny McLain,Detroit,.838,Top 25
620,1968,Wins,Denny McLain,Detroit,31,Top 25
621,1969,Complete Games,Mel Stottlemyre,New York,24,Top 25
622,1969,ERA,Dick Bosman,Washington,2.19,Top 25
623,1969,Games,Wilbur Wood,Chicago,76,Top 25
624,1969,Saves,Ron Perranoski,Minnesota,31,Top 25
625,1969,Shutouts,Denny McLain,Detroit,9,Top 25
626,1969,Strikeouts,Sam McDowell,Cleveland,279,Top 25
627,1969,Winning Percentage,Jim Palmer,Baltimore,.800,Top 25
628,1969,Wins,Denny McLain,Detroit,24,Top 25
629,1970,Complete Games,Mike Cuellar,Baltimore,21,Top 25
630,1970,ERA,Diego Segui,Oakland,2.56,Top 25
631,1970,Games,Wilbur Wood,Chicago,77,Top 25
632,1970,Saves,Ron Perranoski,Minnesota,34,Top 25
633,1970,Shutouts,Chuck Dobson,Oakland,5,Top 25
634,1970,Shutouts,Jim Palmer,Baltimore,5,Top 25
635,1970,Strikeouts,Sam McDowell,Cleveland,304,Top 25
636,1970,Winning Percentage,Mike Cuellar,Baltimore,.750,Top 25
637,1970,Wins,Mike Cuellar,Baltimore,24,Top 25
638,1970,Wins,Dave McNally,Baltimore,24,Top 25
639,1970,Wins,Jim Perry,Minnesota,24,Top 25
640,1971,Complete Games,Mickey Lolich,Detroit,29,Top 25
641,1971,ERA,Vida Blue,Oakland,1.82,Top 25
642,1971,Games,Ken Sanders,Milwaukee,83,Top 25
643,1971,Saves,Ken Sanders,Milwaukee,31,Top 25
644,1971,Shutouts,Vida Blue,Oakland,8,Top 25
645,1971,Strikeouts,Mickey Lolich,Detroit,308,Top 25
646,1971,Winning Percentage,Dave McNally,Baltimore,.808,Top 25
647,1971,Wins,Mickey Lolich,Detroit,25,Top 25
648,1972,Complete Games,Gaylord Perry,Cleveland,29,Top 25
649,1972,ERA,Luis Tiant,Boston,1.91,Top 25
650,1972,Games,Paul Lindblad,Texas,66,Top 25
651,1972,Saves,Sparky Lyle,New York,35,Top 25
652,1972,Shutouts,Nolan Ryan,California,9,Top 25
653,1972,Strikeouts,Nolan Ryan,California,329,Top 25
654,1972,Winning Percentage,Catfish Hunter,Oakland,.750,Top 25
655,1972,Wins,Gaylord Perry,Cleveland,24,Top 25
656,1972,Wins,Wilbur Wood,Chicago,24,Top 25
657,1973,Complete Games,Gaylord Perry,Cleveland,29,Top 25
658,1973,ERA,Jim Palmer,Baltimore,2.40,Top 25
659,1973,Games,John Hiller,Detroit,65,Top 25
660,1973,Saves,John Hiller,Detroit,38,Top 25
661,1973,Shutouts,Bert Blyleven,Minnesota,9,Top 25
662,1973,Strikeouts,Nolan Ryan,California,383,Top 25
663,1973,Winning Percentage,Catfish Hunter,Oakland,.808,Top 25
664,1973,Wins,Wilbur Wood,Chicago,24,Top 25
665,1974,Complete Games,Fergie Jenkins,Texas,29,Top 25
666,1974,ERA,Catfish Hunter,Oakland,2.49,Top 25
667,1974,Games,Rollie Fingers,Oakland,76,Top 25
668,1974,Saves,Terry Forster,Chicago,24,Top 25
669,1974,Shutouts,Luis Tiant,Boston,7,Top 25
670,1974,Strikeouts,Nolan Ryan,California,367,Top 25
671,1974,Winning Percentage,Mike Cuellar,Baltimore,.688,Top 25
672,1974,Wins,Catfish Hunter,Oakland,25,Top 25
673,1974,Wins,Fergie Jenkins,Texas,25,Top 25
674,1975,Complete Games,Catfish Hunter,New York,30,Top 25
675,1975,ERA,Jim Palmer,Baltimore,2.09,Top 25
676,1975,Games,Rollie Fingers,Oakland,75,Top 25
677,1975,Saves,Rich Gossage,Chicago,26,Top 25
678,1975,Shutouts,Jim Palmer,Baltimore,10,Top 25
679,1975,Strikeouts,Frank Tanana,California,269,Top 25
680,1975,Winning Percentage,Mike Torrez,Baltimore,.690,Top 25
681,1975,Wins,Catfish Hunter,New York,23,Top 25
682,1975,Wins,Jim Palmer,Baltimore,23,Top 25
683,1976,Complete Games,Mark Fidrych,Detroit,24,Top 25
684,1976,ERA,Mark Fidrych,Detroit,2.34,Top 25
685,1976,Games,Bill Campbell,Minnesota,78,Top 25
686,1976,Saves,Sparky Lyle,New York,23,Top 25
687,1976,Shutouts,Nolan Ryan,California,7,Top 25
688,1976,Strikeouts,Nolan Ryan,California,327,Top 25
689,1976,Winning Percentage,Bill Campbell,Minnesota,.773,Top 25
690,1976,Wins,Jim Palmer,Baltimore,22,Top 25
691,1977,Complete Games,Jim Palmer,Baltimore,22,Top 25
692,1977,Complete Games,Nolan Ryan,California,22,Top 25
693,1977,ERA,Frank Tanana,California,2.54,Top 25
694,1977,Games,Sparky Lyle,New York,72,Top 25
695,1977,Saves,Bill Campbell,Boston,31,Top 25
696,1977,Shutouts,Frank Tanana,California,7,Top 25
697,1977,Strikeouts,Nolan Ryan,California,341,Top 25
698,1977,Winning Percentage,Paul Splittorff,Kansas City,.727,Top 25
699,1977,Wins,Dave Goltz,Minnesota,20,Top 25
700,1977,Wins,Dennis Leonard,Kansas City,20,Top 25
701,1977,Wins,Jim Palmer,Baltimore,20,Top 25
702,1978,Complete Games,Mike Caldwell,Milwaukee,23,Top 25
703,1978,ERA,Ron Guidry,New York,1.74,Top 25
704,1978,Games,Bob Lacey,Oakland,74,Top 25
705,1978,Saves,Rich Gossage,New York,27,Top 25
706,1978,Shutouts,Ron Guidry,New York,9,Top 25
707,1978,Strikeouts,Nolan Ryan,California,260,Top 25
708,1978,Winning Percentage,Ron Guidry,New York,.893,Top 25
709,1978,Wins,Ron Guidry,New York,25,Top 25
710,1979,Complete Games,Dennis Martinez,Baltimore,18,Top 25
711,1979,ERA,Ron Guidry,New York,2.78,Top 25
712,1979,Games,Mike Marshall,Minnesota,90,Top 25
713,1979,Saves,Mike Marshall,Minnesota,32,Top 25
714,1979,Shutouts,Dennis Leonard,Kansas City,5,Top 25
715,1979,Shutouts,Nolan Ryan,California,5,Top 25
716,1979,Strikeouts,Nolan Ryan,California,223,Top 25
717,1979,Winning Percentage,Mike Caldwell,Milwaukee,.727,Top 25
718,1979,Wins,Mike Flanagan,Baltimore,23,Top 25
719,1980,Complete Games,Rick Langford,Oakland,28,Top 25
720,1980,ERA,Rudy May,New York,2.46,Top 25
721,1980,Games,Dan Quisenberry,Kansas City,75,Top 25
722,1980,Saves,Rich Gossage,New York,33,Top 25
723,1980,Saves,Dan Quisenberry,Kansas City,33,Top 25
724,1980,Shutouts,Tommy John,New York,6,Top 25
725,1980,Strikeouts,Len Barker,Cleveland,187,Top 25
726,1980,Winning Percentage,Steve Stone,Baltimore,.781,Top 25
727,1980,Wins,Steve Stone,Baltimore,25,Top 25
728,1981,Complete Games,Rick Langford,Oakland,18,Top 25
729,1981,ERA,Steve McCatty,Oakland,2.33,Top 25
730,1981,Games,Doug Corbett,Minnesota,54,Top 25
731,1981,Saves,Rollie Fingers,Milwaukee,28,Top 25
732,1981,Shutouts,Richard Dotson,Chicago,4,Top 25
733,1981,Shutouts,Ken Forsch,California,4,Top 25
734,1981,Shutouts,Doc Medich,Texas,4,Top 25
735,1981,Shutouts,Steve McCatty,Oakland,4,Top 25
736,1981,Strikeouts,Len Barker,Cleveland,127,Top 25
737,1981,Winning Percentage,Pete Vuckovich,Milwaukee,.778,Top 25
738,1981,Wins,Dennis Martinez,Baltimore,14,Top 25
739,1981,Wins,Steve McCatty,Oakland,14,Top 25
740,1981,Wins,Jack Morris,Detroit,14,Top 25
741,1981,Wins,Pete Vuckovich,Milwaukee,14,Top 25
742,1982,Complete Games,Dave Stieb,Toronto,19,Top 25
743,1982,ERA,Rick Sutcliffe,Cleveland,2.96,Top 25
744,1982,Games,Ed Vande Berg,Seattle,78,Top 25
745,1982,Saves,Dan Quisenberry,Kansas City,35,Top 25
746,1982,Shutouts,Dave Stieb,Toronto,5,Top 25
747,1982,Strikeouts,Floyd Bannister,Seattle,209,Top 25
748,1982,Winning Percentage,Pete Vuckovich,Milwaukee,.750,Top 25
749,1982,Wins,La Marr Hoyt,Chicago,19,Top 25
750,1983,Complete Games,Ron Guidry,New York,21,Top 25
751,1983,ERA,Rick Honeycutt,Texas,2.42,Top 25
752,1983,Games,Dan Quisenberry,Kansas City,69,Top 25
753,1983,Saves,Dan Quisenberry,Kansas City,45,Top 25
754,1983,Shutouts,Mike Boddicker,Baltimore,5,Top 25
755,1983,Strikeouts,Jack Morris,Detroit,232,Top 25
756,1983,Winning Percentage,Richard Dotson,Chicago,.759,Top 25
757,1983,Wins,La Marr Hoyt,Chicago,24,Top 25
758,1984,Complete Games,Charlie Hough,Texas,17,Top 25
759,1984,ERA,Mike Boddicker,Baltimore,2.79,Top 25
760,1984,Games,Willie Hernandez,Detroit,80,Top 25
761,1984,Saves,Dan Quisenberry,Kansas City,44,Top 25
762,1984,Shutouts,Bob Ojeda,Boston,5,Top 25
763,1984,Shutouts,Geoff Zahn,California,5,Top 25
764,1984,Strikeouts,Mark Langston,Seattle,204,Top 25
765,1984,Winning Percentage,Doyle Alexander,Toronto,.739,Top 25
766,1984,Wins,Mike Boddicker,Baltimore,20,Top 25
767,1985,Complete Games,Bert Blyleven,Cleveland,24,Top 25
768,1985,Complete Games,Bert Blyleven,Minnesota,24,Top 25
769,1985,ERA,Dave Stieb,Toronto,2.48,Top 25
770,1985,Games,Dan Quisenberry,Kansas City,84,Top 25
771,1985,Saves,Dan Quisenberry,Kansas City,37,Top 25
772,1985,Shutouts,Bert Blyleven,Cleveland,5,Top 25
773,1985,Shutouts,Bert Blyleven,Minnesota,5,Top 25
774,1985,Strikeouts,Bert Blyleven,Cleveland,206,Top 25
775,1985,Strikeouts,Bert Blyleven,Minnesota,206,Top 25
776,1985,Winning Percentage,Ron Guidry,New York,.786,Top 25
777,1985,Wins,Ron Guidry,New York,22,Top 25
778,1986,Complete Games,Tom Candiotti,Cleveland,17,Top 25
779,1986,ERA,Roger Clemens,Boston,2.48,Top 25
780,1986,Games,Mitch Williams,Texas,80,Top 25
781,1986,Saves,Dave Righetti,New York,46,Top 25
782,1986,Shutouts,Jack Morris,Detroit,6,Top 25
783,1986,Strikeouts,Mark Langston,Seattle,245,Top 25
784,1986,Winning Percentage,Roger Clemens,Boston,.857,Top 25
