id,year,statistic,name,team,value,top_25
498,1956,,George Zuverink,Baltimore,16.0,Top 25
499,1956,,Herb Score,Cleveland,5.0,Top 25
500,1956,,Herb Score,Cleveland,263.0,Top 25
501,1956,,Whitey Ford,New York,0.76,Top 25
502,1956,,Frank Lary,Detroit,21.0,Top 25
503,1957,,Dick Donovan,Chicago,16.0,Top 25
504,1957,,Billy Pierce,Chicago,16.0,Top 25
505,1957,,Bobby Shantz,New York,2.45,Top 25
506,1957,,George Zuverink,Baltimore,56.0,Top 25
507,1957,,Bob Grim,New York,19.0,Top 25
508,1957,,Jim Wilson,Chicago,5.0,Top 25
509,1957,,Early Wynn,Cleveland,184.0,Top 25
510,1957,,Dick Donovan,Chicago,0.727,Top 25
511,1957,,Tom Sturdivant,New York,0.727,Top 25
512,1957,,Jim Bunning,Detroit,20.0,Top 25
513,1957,,Billy Pierce,Chicago,20.0,Top 25
514,1958,,Frank Lary,Detroit,19.0,Top 25
515,1958,,Billy Pierce,Chicago,19.0,Top 25
516,1958,,Bob Turley,New York,19.0,Top 25
517,1958,,Whitey Ford,New York,2.01,Top 25
518,1958,,Tex Clevenger,Washington,55.0,Top 25
519,1958,,Ryne Duren,New York,20.0,Top 25
520,1958,,Whitey Ford,New York,7.0,Top 25
521,1958,,Early Wynn,Chicago,179.0,Top 25
522,1958,,Bob Turley,New York,0.75,Top 25
523,1958,,Bob Turley,New York,21.0,Top 25
524,1959,,Camilo Pascual,Washington,17.0,Top 25
525,1959,,Hoyt Wilhelm,Baltimore,2.19,Top 25
526,1959,,Gerry Staley,Chicago,67.0,Top 25
527,1959,,Turk Lown,Chicago,15.0,Top 25
528,1959,,Camilo Pascual,Washington,6.0,Top 25
529,1959,,Jim Bunning,Detroit,201.0,Top 25
530,1959,,Bob Shaw,Chicago,0.75,Top 25
531,1959,,Early Wynn,Chicago,22.0,Top 25
532,1960,,Frank Lary,Detroit,15.0,Top 25
533,1960,,Frank Baumann,Chicago,2.67,Top 25
534,1960,,Mike Fornieles,Boston,70.0,Top 25
535,1960,,Johnny Klippstein,Cleveland,14.0,Top 25
536,1960,,Mike Fornieles,Boston,14.0,Top 25
537,1960,,Whitey Ford,New York,4.0,Top 25
538,1960,,Jim Perry,Cleveland,4.0,Top 25
539,1960,,Early Wynn,Chicago,4.0,Top 25
540,1960,,Jim Bunning,Detroit,201.0,Top 25
541,1960,,Jim Perry,Cleveland,0.643,Top 25
542,1960,,Chuck Estrada,Baltimore,18.0,Top 25
543,1960,,Jim Perry,Cleveland,18.0,Top 25
544,1961,,Frank Lary,Detroit,22.0,Top 25
545,1961,,Dick Donovan,Washington,2.4,Top 25
546,1961,,Luis Arroyo,New York,65.0,Top 25
547,1961,,Luis Arroyo,New York,29.0,Top 25
548,1961,,Steve Barber,Baltimore,8.0,Top 25
549,1961,,Camilo Pascual,Minnesota,8.0,Top 25
550,1961,,Camilo Pascual,Minnesota,221.0,Top 25
551,1961,,Whitey Ford,New York,0.862,Top 25
552,1961,,Whitey Ford,New York,25.0,Top 25
553,1962,,Camilo Pascual,Minnesota,18.0,Top 25
554,1962,,Hank Aguirre,Detroit,2.21,Top 25
555,1962,,Dick Radatz,Boston,62.0,Top 25
556,1962,,Dick Radatz,Boston,24.0,Top 25
557,1962,,Dick Donovan,Cleveland,5.0,Top 25
558,1962,,Jim Kaat,Minnesota,5.0,Top 25
559,1962,,Camilo Pascual,Minnesota,5.0,Top 25
560,1962,,Camilo Pascual,Minnesota,206.0,Top 25
561,1962,,Ray Herbert,Chicago,0.69,Top 25
562,1962,,Ralph Terry,New York,23.0,Top 25
563,1963,,Camilo Pascual,Minnesota,18.0,Top 25
564,1963,,Ralph Terry,New York,18.0,Top 25
565,1963,,Gary Peters,Chicago,2.33,Top 25
566,1963,,Stu Miller,Baltimore,71.0,Top 25
567,1963,,Stu Miller,Baltimore,27.0,Top 25
568,1963,,Ray Herbert,Chicago,7.0,Top 25
569,1963,,Camilo Pascual,Minnesota,202.0,Top 25
570,1963,,Whitey Ford,New York,0.774,Top 25
571,1963,,Whitey Ford,New York,24.0,Top 25
572,1964,,Dean Chance,Los Angeles,19.0,Top 25
573,1964,,Dean Chance,Los Angeles,1.65,Top 25
574,1964,,John Wyatt,Kansas City,81.0,Top 25
575,1964,,Dick Radatz,Boston,29.0,Top 25
576,1964,,Dean Chance,Los Angeles,11.0,Top 25
577,1964,,Al Downing,New York,217.0,Top 25
578,1964,,Wally Bunker,Baltimore,0.792,Top 25
579,1964,,Dean Chance,Los Angeles,20.0,Top 25
580,1964,,Gary Peters,Chicago,20.0,Top 25
581,1965,,Mel Stottlemyre,New York,18.0,Top 25
582,1965,,Sam McDowell,Cleveland,2.18,Top 25
583,1965,,Eddie Fisher,Chicago,82.0,Top 25
584,1965,,Ron Kline,Washington,29.0,Top 25
585,1965,,Mudcat Grant,Minnesota,6.0,Top 25
586,1965,,Sam McDowell,Cleveland,325.0,Top 25
587,1965,,Mudcat Grant,Minnesota,0.75,Top 25
588,1965,,Mudcat Grant,Minnesota,21.0,Top 25
589,1966,,Jim Kaat,Minnesota,19.0,Top 25
590,1966,,Gary Peters,Chicago,1.98,Top 25
591,1966,,Eddie Fisher,Baltimore,67.0,Top 25
592,1966,,Eddie Fisher,Chicago,67.0,Top 25
593,1966,,Jack Aker,Kansas City,32.0,Top 25
594,1966,,Tommy John,Chicago,5.0,Top 25
595,1966,,Sam McDowell,Cleveland,5.0,Top 25
596,1966,,Luis Tiant,Cleveland,5.0,Top 25
597,1966,,Sam McDowell,Cleveland,225.0,Top 25
598,1966,,Sonny Siebert,Cleveland,0.667,Top 25
599,1966,,Jim Kaat,Minnesota,25.0,Top 25
600,1967,,Dean Chance,Minnesota,18.0,Top 25
601,1967,,Joe Horlen,Chicago,2.06,Top 25
602,1967,,Bob Locker,Chicago,77.0,Top 25
603,1967,,Minnie Rojas,California,27.0,Top 25
604,1967,,Steve Hargan,Cleveland,6.0,Top 25
605,1967,,Joe Horlen,Chicago,6.0,Top 25
606,1967,,Tommy John,Chicago,6.0,Top 25
607,1967,,Mickey Lolich,Detroit,6.0,Top 25
608,1967,,Jim McGlothin,California,6.0,Top 25
609,1967,,Jim Lonborg,Boston,246.0,Top 25
610,1967,,Joe Horlen,Chicago,0.731,Top 25
611,1967,,Jim Lonborg,Boston,22.0,Top 25
612,1967,,Earl Wilson,Detroit,22.0,Top 25
613,1968,,Denny McLain,Detroit,28.0,Top 25
614,1968,,Luis Tiant,Cleveland,1.6,Top 25
615,1968,,Wilbur Wood,Chicago,88.0,Top 25
616,1968,,Al Worthington,Minnesota,18.0,Top 25
617,1968,,Luis Tiant,Cleveland,9.0,Top 25
618,1968,,Sam McDowell,Cleveland,283.0,Top 25
619,1968,,Denny McLain,Detroit,0.838,Top 25
620,1968,,Denny McLain,Detroit,31.0,Top 25
621,1969,,Mel Stottlemyre,New York,24.0,Top 25
622,1969,,Dick Bosman,Washington,2.19,Top 25
623,1969,,Wilbur Wood,Chicago,76.0,Top 25
624,1969,,Ron Perranoski,Minnesota,31.0,Top 25
625,1969,,Denny McLain,Detroit,9.0,Top 25
626,1969,,Sam McDowell,Cleveland,279.0,Top 25
627,1969,,Jim Palmer,Baltimore,0.8,Top 25
628,1969,,Denny McLain,Detroit,24.0,Top 25
629,1970,,Mike Cuellar,Baltimore,21.0,Top 25
630,1970,,Diego Segui,Oakland,2.56,Top 25
631,1970,,Wilbur Wood,Chicago,77.0,Top 25
632,1970,,Ron Perranoski,Minnesota,34.0,Top 25
633,1970,,Chuck Dobson,Oakland,5.0,Top 25
634,1970,,Jim Palmer,Baltimore,5.0,Top 25
635,1970,,Sam McDowell,Cleveland,304.0,Top 25
636,1970,,Mike Cuellar,Baltimore,0.75,Top 25
637,1970,,Mike Cuellar,Baltimore,24.0,Top 25
638,1970,,Dave McNally,Baltimore,24.0,Top 25
639,1970,,Jim Perry,Minnesota,24.0,Top 25
640,1971,,Mickey Lolich,Detroit,29.0,Top 25
641,1971,,Vida Blue,Oakland,1.82,Top 25
642,1971,,Ken Sanders,Milwaukee,83.0,Top 25
643,1971,,Ken Sanders,Milwaukee,31.0,Top 25
644,1971,,Vida Blue,Oakland,8.0,Top 25
645,1971,,Mickey Lolich,Detroit,308.0,Top 25
646,1971,,Dave McNally,Baltimore,0.808,Top 25
647,1971,,Mickey Lolich,Detroit,25.0,Top 25
648,1972,,Gaylord Perry,Cleveland,29.0,Top 25
649,1972,,Luis Tiant,Boston,1.91,Top 25
650,1972,,Paul Lindblad,Texas,66.0,Top 25
651,1972,,Sparky Lyle,New York,35.0,Top 25
652,1972,,Nolan Ryan,California,9.0,Top 25
653,1972,,Nolan Ryan,California,329.0,Top 25
654,1972,,Catfish Hunter,Oakland,0.75,Top 25
655,1972,,Gaylord Perry,Cleveland,24.0,Top 25
656,1972,,Wilbur Wood,Chicago,24.0,Top 25
657,1973,,Gaylord Perry,Cleveland,29.0,Top 25
658,1973,,Jim Palmer,Baltimore,2.4,Top 25
659,1973,,John Hiller,Detroit,65.0,Top 25
660,1973,,John Hiller,Detroit,38.0,Top 25
661,1973,,Bert Blyleven,Minnesota,9.0,Top 25
662,1973,,Nolan Ryan,California,383.0,Top 25
663,1973,,Catfish Hunter,Oakland,0.808,Top 25
664,1973,,Wilbur Wood,Chicago,24.0,Top 25
665,1974,,Fergie Jenkins,Texas,29.0,Top 25
666,1974,,Catfish Hunter,Oakland,2.49,Top 25
667,1974,,Rollie Fingers,Oakland,76.0,Top 25
668,1974,,Terry Forster,Chicago,24.0,Top 25
669,1974,,Luis Tiant,Boston,7.0,Top 25
670,1974,,Nolan Ryan,California,367.0,Top 25
671,1974,,Mike Cuellar,Baltimore,0.688,Top 25
672,1974,,Catfish Hunter,Oakland,25.0,Top 25
673,1974,,Fergie Jenkins,Texas,25.0,Top 25
674,1975,,Catfish Hunter,New York,30.0,Top 25
675,1975,,Jim Palmer,Baltimore,2.09,Top 25
676,1975,,Rollie Fingers,Oakland,75.0,Top 25
677,1975,,Rich Gossage,Chicago,26.0,Top 25
678,1975,,Jim Palmer,Baltimore,10.0,Top 25
679,1975,,Frank Tanana,California,269.0,Top 25
680,1975,,Mike Torrez,Baltimore,0.69,Top 25
681,1975,,Catfish Hunter,New York,23.0,Top 25
682,1975,,Jim Palmer,Baltimore,23.0,Top 25
683,1976,,Mark Fidrych,Detroit,24.0,Top 25
684,1976,,Mark Fidrych,Detroit,2.34,Top 25
685,1976,,Bill Campbell,Minnesota,78.0,Top 25
686,1976,,Sparky Lyle,New York,23.0,Top 25
687,1976,,Nolan Ryan,California,7.0,Top 25
688,1976,,Nolan Ryan,California,327.0,Top 25
689,1976,,Bill Campbell,Minnesota,0.773,Top 25
690,1976,,Jim Palmer,Baltimore,22.0,Top 25
691,1977,,Jim Palmer,Baltimore,22.0,Top 25
692,1977,,Nolan Ryan,California,22.0,Top 25
693,1977,,Frank Tanana,California,2.54,Top 25
694,1977,,Sparky Lyle,New York,72.0,Top 25
695,1977,,Bill Campbell,Boston,31.0,Top 25
696,1977,,Frank Tanana,California,7.0,Top 25
697,1977,,Nolan Ryan,California,341.0,Top 25
698,1977,,Paul Splittorff,Kansas City,0.727,Top 25
699,1977,,Dave Goltz,Minnesota,20.0,Top 25
700,1977,,Dennis Leonard,Kansas City,20.0,Top 25
701,1977,,Jim Palmer,Baltimore,20.0,Top 25
702,1978,,Mike Caldwell,Milwaukee,23.0,Top 25
703,1978,,Ron Guidry,New York,1.74,Top 25
704,1978,,Bob Lacey,Oakland,74.0,Top 25
705,1978,,Rich Gossage,New York,27.0,Top 25
706,1978,,Ron Guidry,New York,9.0,Top 25
707,1978,,Nolan Ryan,California,260.0,Top 25
708,1978,,Ron Guidry,New York,0.893,Top 25
709,1978,,Ron Guidry,New York,25.0,Top 25
710,1979,,Dennis Martinez,Baltimore,18.0,Top 25
711,1979,,Ron Guidry,New York,2.78,Top 25
712,1979,,Mike Marshall,Minnesota,90.0,Top 25
713,1979,,Mike Marshall,Minnesota,32.0,Top 25
714,1979,,Dennis Leonard,Kansas City,5.0,Top 25
715,1979,,Nolan Ryan,California,5.0,Top 25
716,1979,,Nolan Ryan,California,223.0,Top 25
717,1979,,Mike Caldwell,Milwaukee,0.727,Top 25
718,1979,,Mike Flanagan,Baltimore,23.0,Top 25
719,1980,,Rick Langford,Oakland,28.0,Top 25
720,1980,,Rudy May,New York,2.46,Top 25
721,1980,,Dan Quisenberry,Kansas City,75.0,Top 25
722,1980,,Rich Gossage,New York,33.0,Top 25
723,1980,,Dan Quisenberry,Kansas City,33.0,Top 25
724,1980,,Tommy John,New York,6.0,Top 25
725,1980,,Len Barker,Cleveland,187.0,Top 25
726,1980,,Steve Stone,Baltimore,0.781,Top 25
727,1980,,Steve Stone,Baltimore,25.0,Top 25
728,1981,,Rick Langford,Oakland,18.0,Top 25
729,1981,,Steve McCatty,Oakland,2.33,Top 25
730,1981,,Doug Corbett,Minnesota,54.0,Top 25
731,1981,,Rollie Fingers,Milwaukee,28.0,Top 25
732,1981,,Richard Dotson,Chicago,4.0,Top 25
733,1981,,Ken Forsch,California,4.0,Top 25
734,1981,,Doc Medich,Texas,4.0,Top 25
735,1981,,Steve McCatty,Oakland,4.0,Top 25
736,1981,,Len Barker,Cleveland,127.0,Top 25
737,1981,,Pete Vuckovich,Milwaukee,0.778,Top 25
738,1981,,Dennis Martinez,Baltimore,14.0,Top 25
739,1981,,Steve McCatty,Oakland,14.0,Top 25
740,1981,,Jack Morris,Detroit,14.0,Top 25
741,1981,,Pete Vuckovich,Milwaukee,14.0,Top 25
742,1982,,Dave Stieb,Toronto,19.0,Top 25
743,1982,,Rick Sutcliffe,Cleveland,2.96,Top 25
744,1982,,Ed Vande Berg,Seattle,78.0,Top 25
745,1982,,Dan Quisenberry,Kansas City,35.0,Top 25
746,1982,,Dave Stieb,Toronto,5.0,Top 25
747,1982,,Floyd Bannister,Seattle,209.0,Top 25
748,1982,,Pete Vuckovich,Milwaukee,0.75,Top 25
749,1982,,La Marr Hoyt,Chicago,19.0,Top 25
750,1983,,Ron Guidry,New York,21.0,Top 25
751,1983,,Rick Honeycutt,Texas,2.42,Top 25
752,1983,,Dan Quisenberry,Kansas City,69.0,Top 25
753,1983,,Dan Quisenberry,Kansas City,45.0,Top 25
754,1983,,Mike Boddicker,Baltimore,5.0,Top 25
755,1983,,Jack Morris,Detroit,232.0,Top 25
756,1983,,Richard Dotson,Chicago,0.759,Top 25
757,1983,,La Marr Hoyt,Chicago,24.0,Top 25
758,1984,,Charlie Hough,Texas,17.0,Top 25
759,1984,,Mike Boddicker,Baltimore,2.79,Top 25
760,1984,,Willie Hernandez,Detroit,80.0,Top 25
761,1984,,Dan Quisenberry,Kansas City,44.0,Top 25
762,1984,,Bob Ojeda,Boston,5.0,Top 25
763,1984,,Geoff Zahn,California,5.0,Top 25
764,1984,,Mark Langston,Seattle,204.0,Top 25
765,1984,,Doyle Alexander,Toronto,0.739,Top 25
766,1984,,Mike Boddicker,Baltimore,20.0,Top 25
767,1985,,Bert Blyleven,Cleveland,24.0,Top 25
768,1985,,Bert Blyleven,Minnesota,24.0,Top 25
769,1985,,Dave Stieb,Toronto,2.48,Top 25
770,1985,,Dan Quisenberry,Kansas City,84.0,Top 25
771,1985,,Dan Quisenberry,Kansas City,37.0,Top 25
772,1985,,Bert Blyleven,Cleveland,5.0,Top 25
773,1985,,Bert Blyleven,Minnesota,5.0,Top 25
774,1985,,Bert Blyleven,Cleveland,206.0,Top 25
775,1985,,Bert Blyleven,Minnesota,206.0,Top 25
776,1985,,Ron Guidry,New York,0.786,Top 25
777,1985,,Ron Guidry,New York,22.0,Top 25
778,1986,,Tom Candiotti,Cleveland,17.0,Top 25
779,1986,,Roger Clemens,Boston,2.48,Top 25
780,1986,,Mitch Williams,Texas,80.0,Top 25
781,1986,,Dave Righetti,New York,46.0,Top 25
782,1986,,Jack Morris,Detroit,6.0,Top 25
783,1986,,Mark Langston,Seattle,245.0,Top 25
784,1986,,Roger Clemens,Boston,0.857,Top 25
785,1987,,Roger Clemens,Boston,18.0,Top 25
786,1987,,Jimmy Key,Toronto,2.76,Top 25
787,1987,,Mark Eichhorn,Toronto,89.0,Top 25
788,1987,,Tom Henke,Toronto,34.0,Top 25
789,1987,,Roger Clemens,Boston,7.0,Top 25
790,1987,,Mark Langston,Seattle,262.0,Top 25
791,1987,,Roger Clemens,Boston,0.69,Top 25
792,1987,,Roger Clemens,Boston,20.0,Top 25
793,1988,,Roger Clemens,Boston,14.0,Top 25
794,1988,,Dave Stewart,Oakland,14.0,Top 25
795,1988,,Allan Anderson,Minnesota,2.45,Top 25
796,1988,,Chuck Crim,Milwaukee,70.0,Top 25
797,1988,,Dennis Eckersley,Oakland,45.0,Top 25
798,1988,,Roger Clemens,Boston,8.0,Top 25
799,1988,,Roger Clemens,Boston,291.0,Top 25
800,1988,,Frank Viola,Minnesota,0.774,Top 25
801,1989,,Bret Saberhagen,Kansas City,12.0,Top 25
802,1989,,Bret Saberhagen,Kansas City,2.16,Top 25
803,1989,,Chuck Crim,Milwaukee,76.0,Top 25
804,1989,,Jeff Russell,Texas,38.0,Top 25
805,1989,,Bert Blyleven,California,5.0,Top 25
806,1989,,Nolan Ryan,Texas,301.0,Top 25
807,1989,,Bret Saberhagen,Kansas City,0.793,Top 25
808,1990,,Jack Morris,Detroit,11.0,Top 25
809,1990,,Dave Stewart,Oakland,11.0,Top 25
810,1990,,Roger Clemens,Boston,1.93,Top 25
811,1990,,Bobby Thigpen,Chicago,77.0,Top 25
812,1990,,Bobby Thigpen,Chicago,57.0,Top 25
813,1990,,Roger Clemens,Boston,4.0,Top 25
814,1990,,Dave Stewart,Oakland,4.0,Top 25
815,1990,,Nolan Ryan,Texas,269.0,Top 25
816,1990,,Bob Welch,Oakland,0.818,Top 25
817,1991,,Jack McDowell,Chicago,15.0,Top 25
818,1991,,Roger Clemens,Boston,2.62,Top 25
819,1991,,Duane Ward,Toronto,81.0,Top 25
820,1991,,Bryan Harvey,California,46.0,Top 25
821,1991,,Roger Clemens,Boston,4.0,Top 25
822,1991,,Roger Clemens,Boston,241.0,Top 25
823,1991,,Scott Erickson,Minnesota,0.714,Top 25
824,1991,,Scott Erickson,Minnesota,20.0,Top 25
825,1991,,Bill Gullickson,Detroit,20.0,Top 25
826,1992,,Jack McDowell,Chicago,13.0,Top 25
827,1992,,Roger Clemens,Boston,2.41,Top 25
828,1992,,Kenny Rogers,Texas,81.0,Top 25
829,1992,,Dennis Eckersley,Oakland,51.0,Top 25
830,1992,,Roger Clemens,Boston,5.0,Top 25
831,1992,,Randy Johnson,Seattle,241.0,Top 25
832,1992,,Mike Mussina,Baltimore,0.783,Top 25
833,1992,,Kevin Brown,Texas,21.0,Top 25
834,1993,,Chuck Finley,California,13.0,Top 25
835,1993,,Kevin Appier,Kansas City,2.56,Top 25
836,1993,,Greg Harris,Boston,80.0,Top 25
837,1993,,Jeff Montgomery,Kansas City,45.0,Top 25
838,1993,,Duane Ward,Toronto,45.0,Top 25
839,1993,,Jack McDowell,Chicago,4.0,Top 25
840,1993,,Randy Johnson,Seattle,308.0,Top 25
841,1993,,Jimmy Key,New York,0.75,Top 25
842,1994,,Randy Johnson,Seattle,9.0,Top 25
843,1994,,Steve Ontiveros,Oakland,2.65,Top 25
844,1994,,Bob Wickman,New York,53.0,Top 25
845,1994,,Lee Smith,Baltimore,33.0,Top 25
846,1994,,Randy Johnson,Seattle,4.0,Top 25
847,1994,,Randy Johnson,Seattle,204.0,Top 25
848,1994,,Jason Bere,Chicago,0.857,Top 25
849,1995,,Jack McDowell,New York,8.0,Top 25
850,1995,,Randy Johnson,Seattle,2.48,Top 25
851,1995,,Jesse Orosco,Baltimore,65.0,Top 25
852,1995,,Jose Mesa,Cleveland,46.0,Top 25
853,1995,,Mike Mussina,Baltimore,4.0,Top 25
854,1995,,Randy Johnson,Seattle,294.0,Top 25
855,1995,,Randy Johnson,Seattle,0.9,Top 25
856,1996,,Pat Hentgen,Toronto,10.0,Top 25
857,1996,,Juan Guzman,Toronto,2.93,Top 25
858,1996,,Eddie Guardado,Minnesota,83.0,Top 25
859,1996,,Mike Myers,Detroit,83.0,Top 25
860,1996,,John Wetteland,New York,43.0,Top 25
861,1996,,Pat Hentgen,Toronto,3.0,Top 25
862,1996,,Ken Hill,Texas,3.0,Top 25
863,1996,,Rich Robertson,Minnesota,3.0,Top 25
864,1996,,Roger Clemens,Boston,257.0,Top 25
865,1996,,Charles Nagy,Cleveland,0.773,Top 25
866,1997,,Roger Clemens,Toronto,9.0,Top 25
867,1997,,Pat Hentgen,Toronto,9.0,Top 25
868,1997,,Roger Clemens,Toronto,2.05,Top 25
869,1997,,Mike Myers,Detroit,88.0,Top 25
870,1997,,Randy Myers,Baltimore,45.0,Top 25
871,1997,,Roger Clemens,Toronto,3.0,Top 25
872,1997,,Pat Hentgen,Toronto,3.0,Top 25
873,1997,,Roger Clemens,Toronto,292.0,Top 25
874,1997,,Randy Johnson,Seattle,0.833,Top 25
875,1998,,Scott Erickson,Baltimore,11.0,Top 25
876,1998,,Roger Clemens,Toronto,2.65,Top 25
877,1998,,Sean Runyan,Detroit,88.0,Top 25
878,1998,,Tom Gordon,Boston,46.0,Top 25
879,1998,,David Wells,New York,5.0,Top 25
880,1998,,Roger Clemens,Toronto,271.0,Top 25
881,1998,,David Wells,New York,0.818,Top 25
882,1998,,Roger Clemens,Toronto,20.0,Top 25
883,1998,,David Cone,New York,20.0,Top 25
884,1999,,David Wells,Toronto,7.0,Top 25
885,1999,,Pedro Martinez,Boston,2.07,Top 25
886,1999,,Buddy Groom,Oakland,76.0,Top 25
887,1999,,Bob Wells,Minnesota,76.0,Top 25
888,1999,,Mariano Rivera,New York,45.0,Top 25
889,1999,,Scott Erickson,Baltimore,3.0,Top 25
890,1999,,Pedro Martinez,Boston,313.0,Top 25
891,1999,,Pedro Martinez,Boston,0.852,Top 25
892,2000,,David Wells,Toronto,9.0,Top 25
893,2000,,Pedro Martinez,Boston,1.74,Top 25
894,2000,,Kelly Wunsch,Chicago,83.0,Top 25
895,2000,,Todd Jones,Detroit,42.0,Top 25
896,2000,,Derek Lowe,Boston,42.0,Top 25
897,2000,,Pedro Martinez,Boston,4.0,Top 25
898,2000,,Pedro Martinez,Boston,284.0,Top 25
899,2000,,Tim Hudson,Oakland,0.769,Top 25
900,2000,,Tim Hudson,Oakland,20.0,Top 25
901,2001,,Steve Sparks,Detroit,8.0,Top 25
902,2001,,Freddy Garcia,Seattle,3.05,Top 25
903,2001,,Paul Quantrill,Toronto,80.0,Top 25
904,2001,,Mariano Rivera,New York,50.0,Top 25
905,2001,,Mark Mulder,Oakland,4.0,Top 25
906,2001,,Hideo Nomo,Boston,220.0,Top 25
907,2001,,Roger Clemens,New York,0.87,Top 25
908,2002,,Paul Byrd,Kansas City,7.0,Top 25
909,2002,,Pedro Martinez,Boston,2.26,Top 25
910,2002,,Billy Koch,Oakland,84.0,Top 25
911,2002,,Eddie Guardado,Minnesota,45.0,Top 25
912,2002,,Jeff Weaver,New York,3.0,Top 25
913,2002,,Pedro Martinez,Boston,239.0,Top 25
914,2002,,Pedro Martinez,Boston,0.833,Top 25
915,2003,,Bartolo Colon,Chicago,9.0,Top 25
916,2003,,Roy Halladay,Toronto,9.0,Top 25
917,2003,,Mark Mulder,Oakland,9.0,Top 25
918,2003,,Pedro Martinez,Boston,2.22,Top 25
919,2003,,Trever Miller,Toronto,79.0,Top 25
920,2003,,Keith Foulke,Oakland,43.0,Top 25
921,2003,,Roy Halladay,Toronto,2.0,Top 25
922,2003,,Tim Hudson,Oakland,2.0,Top 25
923,2003,,John Lackey,Anaheim,2.0,Top 25
924,2003,,Mark Mulder,Oakland,2.0,Top 25
925,2003,,Joel Pineiro,Seattle,2.0,Top 25
926,2003,,Esteban Loaiza,Chicago,207.0,Top 25
927,2003,,Roy Halladay,Toronto,0.759,Top 25
928,2004,,Mark Mulder,Oakland,5.0,Top 25
929,2004,,Sidney Ponson,Baltimore,5.0,Top 25
930,2004,,Jake Westbrook,Cleveland,5.0,Top 25
931,2004,,Johan Santana,Minnesota,2.61,Top 25
932,2004,,Paul Quantrill,New York,86.0,Top 25
933,2004,,Mariano Rivera,New York,53.0,Top 25
934,2004,,Jeremy Bonderman,Detroit,2.0,Top 25
935,2004,,Tim Hudson,Oakland,2.0,Top 25
936,2004,,Sidney Ponson,Baltimore,2.0,Top 25
937,2004,,Johan Santana,Minnesota,265.0,Top 25
938,2004,,Curt Schilling,Boston,0.778,Top 25
939,2005,,Roy Halladay,Toronto,5.0,Top 25
940,2005,,Kevin Millwood,Cleveland,2.86,Top 25
941,2005,,Mike Timlin,Boston,81.0,Top 25
942,2005,,Francisco Rodriguez,Los Angeles,45.0,Top 25
943,2005,,Bob Wickman,Cleveland,45.0,Top 25
944,2005,,Jon Garland,Chicago,3.0,Top 25
945,2005,,Johan Santana,Minnesota,238.0,Top 25
946,2005,,Cliff Lee,Cleveland,0.783,Top 25
947,2006,,C.C. Sabathia,Cleveland,6.0,Top 25
948,2006,,Johan Santana,Minnesota,2.77,Top 25
949,2006,,Scott Proctor,New York,83.0,Top 25
950,2006,,Francisco Rodriguez,Los Angeles,47.0,Top 25
951,2006,,John Lackey,Los Angeles,2.0,Top 25
952,2006,,C.C. Sabathia,Cleveland,2.0,Top 25
953,2006,,Jeremy Sowers,Cleveland,2.0,Top 25
954,2006,,Jake Westbrook,Cleveland,2.0,Top 25
955,2006,,Johan Santana,Minnesota,245.0,Top 25
956,2006,,Roy Halladay,Toronto,0.762,Top 25
957,2006,,Johan Santana,Minnesota,19.0,Top 25
958,2006,,Chien-Ming Wang,New York,19.0,Top 25
959,2007,,Roy Halladay,Toronto,7.0,Top 25
960,2007,,John Lackey,Los Angeles,3.01,Top 25
961,2007,,Jamie Walker,Baltimore,81.0,Top 25
962,2007,,Joe Borowski,Cleveland,45.0,Top 25
963,2007,,Paul Byrd,Cleveland,2.0,Top 25
964,2007,,Jose Contreras,Chicago,2.0,Top 25
965,2007,,John Lackey,Cleveland,2.0,Top 25
966,2007,,Jeff Weaver,Seattle,2.0,Top 25
967,2007,,Scott Kazmir,Tampa Bay,239.0,Top 25
968,2007,,Justin Verlander,Detroit,0.762,Top 25
969,2007,,Josh Beckett,Boston,20.0,Top 25
970,2008,,Roy Halladay,Toronto,9.0,Top 25
971,2008,,Cliff Lee,Cleveland,2.54,Top 25
972,2008,,Matt Guerrier,Minnesota,76.0,Top 25
973,2008,,Francisco Rodriguez,Los Angeles,76.0,Top 25
974,2008,,Francisco Rodriguez,Los Angeles,62.0,Top 25
975,2008,,Matt Garza,Tampa Bay,2.0,Top 25
976,2008,,Roy Halladay,Toronto,2.0,Top 25
977,2008,,Cliff Lee,Cleveland,2.0,Top 25
978,2008,,Jon Lester,Boston,2.0,Top 25
979,2008,,Jesse Litsch,Toronto,2.0,Top 25
980,2008,,C.C. Sabathia,Cleveland,2.0,Top 25
981,2008,,James Shields,Tampa Bay,2.0,Top 25
982,2008,,Kevin Slowey,Minnesota,2.0,Top 25
983,2008,,A.J. Burnett,Toronto,231.0,Top 25
984,2008,,Cliff Lee,Cleveland,0.88,Top 25
985,2008,,Cliff Lee,Cleveland,22.0,Top 25
986,2009,,Roy Halladay,Toronto,9.0,Top 25
987,2009,,Zack Greinke,Kansas City,2.16,Top 25
988,2009,,Matt Guerrier,Minnesota,79.0,Top 25
989,2009,,Brian Fuentes,Los Angeles,48.0,Top 25
990,2009,,Roy Halladay,Toronto,4.0,Top 25
991,2009,,Justin Verlander,Detroit,269.0,Top 25
992,2009,,Felix Hernandez,Seattle,0.792,Top 25
993,2009,,Felix Hernandez,Seattle,19.0,Top 25
