id,year,statistic,name,team,value,top_25
365,1929,Runs,Charlie Gehringer,Detroit,131,Top 25
366,1929,Slugging Average,Babe Ruth,New York,.697,Top 25
367,1929,Stolen Bases,Charlie Gehringer,Detroit,27,Top 25
368,1929,Total Bases,Al Simmons,Philadelphia,373,Top 25
369,1930,Base on Balls,Babe Ruth,New York,136,Top 25
370,1930,Batting Average,Al Simmons,Philadelphia,.381,Top 25
371,1930,Doubles,Johnny Hodapp,Cleveland,51,Top 25
372,1930,Hits,Johnny Hodapp,Cleveland,225,Top 25
373,1930,Home Runs,Babe Ruth,New York,49,Top 25
374,1930,On Base Percentage,Babe Ruth,New York,.493,Top 25
375,1930,RBI,Lou Gehrig,New York,174,Top 25
376,1930,Runs,Al Simmons,Philadelphia,152,Top 25
377,1930,Slugging Average,Babe Ruth,New York,.732,Top 25
378,1930,Stolen Bases,Marty McManus,Detroit,23,Top 25
379,1930,Total Bases,Lou Gehrig,New York,419,Top 25
380,1931,Base on Balls,Babe Ruth,New York,128,Top 25
381,1931,Batting Average,Al Simmons,Philadelphia,.390,Top 25
382,1931,Doubles,Earl Webb,Boston,67,Top 25
383,1931,Hits,Lou Gehrig,New York,211,Top 25
384,1931,Home Runs,Lou Gehrig,New York,46,Top 25
385,1931,Home Runs,Babe Ruth,New York,46,Top 25
386,1931,On Base Percentage,Babe Ruth,New York,.495,Top 25
387,1931,RBI,Lou Gehrig,New York,184,Top 25
388,1931,Runs,Lou Gehrig,New York,163,Top 25
389,1931,Slugging Average,Babe Ruth,New York,.700,Top 25
390,1931,Stolen Bases,Ben Chapman,New York,61,Top 25
391,1931,Total Bases,Lou Gehrig,New York,410,Top 25
392,1932,Base on Balls,Babe Ruth,New York,130,Top 25
393,1932,Batting Average,Dale Alexander *,Detroit,.367,Top 25
394,1932,Batting Average,Dale Alexander *,Boston,.367,Top 25
395,1932,Batting Average,* NOT on Top 25 List — Had Fewer Than 400 ABs,Boston,.367,Top 25
396,1932,Doubles,Eric McNair,Philadelphia,47,Top 25
397,1932,Hits,Al Simmons,Philadelphia,216,Top 25
398,1932,Home Runs,Jimmie Foxx,Philadelphia,58,Top 25
399,1932,On Base Percentage,Babe Ruth,New York,.489,Top 25
400,1932,RBI,Jimmie Foxx,Philadelphia,169,Top 25
401,1932,Runs,Jimmie Foxx,Philadelphia,151,Top 25
